0.060	51.901	25.858	23.244	242.333	0	0	108.083	3.511
0.047	48.226	14.556	26.957	96.899	0	0	179.288	2.742
0.069	62.017	45.793	19.611	241.841	0	0	14.328	4.060
0.052	54.500	50.312	18.994	252.739	0	0	31.629	3.020
0.046	80.488	56.097	30.020	253.119	0	0	19.703	2.677
0.066	56.252	36.899	26.224	250.000	0	0	-29.965	3.853
0.052	51.637	50.946	18.326	254.667	0	0	-11.373	3.022
0.040	56.064	35.447	25.876	253.333	0	0	50.034	2.333
0.057	74.015	53.092	22.059	254.667	0	0	175.872	3.312
0.051	44.320	28.971	17.943	249.000	0	0	-8.820	2.998
0.061	48.085	35.993	19.907	227.311	0	0	8.517	3.564

