 	Area	Mean	StdDev	Min	Max	XM	YM	Angle	Length
82	0.038	77.295	51.231	30.692	255	0	0	32.237	2.224
83	0.044	53.524	42.81	31.434	255	0	0	133.118	2.554
84	0.038	61.926	52.633	27.879	255	0	0	5.234	2.23
85	0.041	66.126	54.393	28.34	255	0	0	-34.824	2.375
86	0.037	48.276	15.682	26.248	94.962	0	0	159.027	2.178
87	0.039	91.5	45.695	55.377	255	0	0	-158.902	2.307
88	0.041	73.678	54.031	29.667	255	0	0	62.7	2.365
89	0.038	65.051	49.708	29.258	253.041	0	0	14.25	2.204
90	0.047	79.254	40.639	38.911	255	0	0	-179.644	2.729
91	0.042	61.354	44.113	25.266	255	0	0	119.208	2.466
92	0.052	72.755	43.595	28.346	255	0	0	29.148	3.028
93	0.034	57.259	26.182	33.295	251	0	0	163.72	1.995
94	0.038	57.714	39.097	28.699	255	0	0	153.435	2.236
95	0.039	55.84	31.177	29.48	239	0	0	139.49	2.296
96	0.054	83.688	51.413	28.658	255	0	0	66.038	3.172
97	0.045	68.914	51.435	30.411	255	0	0	23.736	2.611
98	0.037	63.728	55.523	31.053	255	0	0	132.809	2.195
99	0.049	83.041	51.344	38.075	255	0	0	-179.326	2.882
100	0.045	93.918	38.488	61.292	255	0	0	-155.556	2.663
101	0.061	64.34	46.638	30.168	255	0	0	23.552	3.606
102	0.042	62.298	45.29	28.023	255	0	0	-36.232	2.438
103	0.037	58.491	44.961	30.854	255	0	0	55.192	2.168
104	0.036	61.667	36.553	30.44	255	0	0	82.648	2.119
105	0.038	59.537	42.898	28.789	255	0	0	68.523	2.222
106	0.05	66.46	48.114	28.257	255	0	0	-12.095	2.912
107	0.04	72.462	50.081	32.941	255	0	0	-10.746	2.364
108	0.043	76.997	43.736	26.054	184	0	0	109.29	2.514
109	0.043	72.564	50.172	31.934	255	0	0	130.394	2.537
110	0.042	63.858	45.057	28.898	255	0	0	151.834	2.442
111	0.04	51.948	19.098	29.709	148.667	0	0	167.963	2.357
112	0.042	70.183	40.631	42.035	255	0	0	5.947	2.454
113	0.043	86.523	56.062	30.436	255	0	0	44.726	2.505
114	0.041	72.744	26.509	43.399	164.667	0	0	-170.272	2.408
115	0.046	53.306	18.7	28.655	109.532	0	0	-36.08	2.706
116	0.032	59.023	44.271	29.377	255	0	0	9.549	1.839
117	0.04	56.786	45.914	29.843	242.521	0	0	-10.081	2.324
118	0.041	56.588	34.063	26.035	255	0	0	108.052	2.407
119	0.041	78.135	33.378	41.455	229.333	0	0	-174.33	2.402
120	0.032	61.565	45.102	27.911	255	0	0	17.103	1.844
121	0.041	67.892	50.489	30.868	255	0	0	56.421	2.421
122	0.049	71.628	43.704	32.667	255	0	0	175.962	2.889
123	0.038	61.714	56.889	28.492	255	0	0	12.246	2.238
124	0.045	81.661	47.229	34.585	255	0	0	174.508	2.657
125	0.048	79.267	43.653	38.559	255	0	0	-169.167	2.796
126	0.047	72.801	53.474	30.265	255	0	0	-160.346	2.772
127	0.036	64.91	37.258	30.28	255	0	0	119.859	2.111
128	0.036	57.489	27.803	30.75	247.667	0	0	51.483	2.123
129	0.05	75.061	44.091	29.724	171.405	0	0	-97.289	2.939
130	0.053	52.198	39.336	29.526	255	0	0	-3.403	3.141
131	0.043	63.739	42.184	30.147	207.571	0	0	18.677	2.541
132	0.041	73.615	57.495	29.781	255	0	0	47.891	2.376
133	0.042	79.321	46.271	39.808	255	0	0	178.431	2.476
134	0.04	56.864	31.102	30.734	253.333	0	0	137.337	2.351
135	0.047	60.717	50.932	27.279	255	0	0	-19.323	2.766
136	0.047	81.927	53.86	28.815	255	0	0	15.505	2.727
137	0.05	74.554	47.351	31.93	255	0	0	145.199	2.911
138	0.042	61.134	48.432	27.654	255	0	0	-35.538	2.479
139	0.032	79.939	58.037	30.008	255	0	0	38.82	1.893
140	0.034	56.796	36.838	31.271	255	0	0	61.504	2.025
141	0.049	75.125	54.193	35.09	255	0	0	175.653	2.907
142	0.036	89.907	40.946	57.713	255	0	0	-159.821	2.113
143	0.051	99.4	42.406	57.873	252.598	0	0	-153.289	2.979
144	0.041	56.953	45.205	28.936	255	0	0	1.219	2.391
145	0.038	59.911	56.972	27.854	255	0	0	-14.25	2.204
146	0.038	81.634	57.647	33.333	255	0	0	41.923	2.233
147	0.047	86.993	57.166	30.7	255	0	0	31.329	2.738
148	0.045	64.046	33.443	34.183	255	0	0	144.765	2.615
149	0.047	62.855	45.418	28.73	255	0	0	-27.198	2.744
150	0.036	51.385	18.044	30.667	153.333	0	0	166.075	2.113
151	0.038	58.712	50.759	27.298	255	0	0	-35.74	2.235
152	0.036	61.844	46.373	29.871	255	0	0	-2.77	2.104
153	0.038	68.513	52.085	29.684	255	0	0	53.303	2.241
154	0.038	52.151	23.743	27.606	187.333	0	0	156.346	2.239
155	0.048	50.334	27.73	26.075	249.667	0	0	108.325	2.803
156	0.053	68.184	49.941	27.485	255	0	0	-27.121	3.123
157	0.046	57.003	43.256	30.067	255	0	0	49.321	2.705
158	0.049	97.425	44.07	66.194	255	0	0	-152.835	2.896
159	0.039	61.18	33.073	32.773	255	0	0	165.343	2.278
160	0.04	69.855	51.386	30	255	0	0	69.59	2.333
161	0.036	57.445	33.666	29.465	213.667	0	0	23.015	2.081
162	0.039	49.139	17.914	28.667	117.174	0	0	139.764	2.309
163	0.044	73.589	58.543	29	255	0	0	-159.532	2.569
164	0.041	60.756	35.299	28.667	255	0	0	-15.503	2.41
165	0.04	63.464	48.517	32.515	255	0	0	137.951	2.328
166	0.037	66.173	19.759	45.036	126.072	0	0	-168.341	2.181
167	0.042	63.108	47.319	28.778	255	0	0	-20.323	2.44
168	0.051	105.573	55.076	54.099	255	0	0	-162.181	2.991
169	0.058	116.942	52.413	64.398	242.44	0	0	-150.751	3.4
170	0.045	59.519	38.164	30.376	255	0	0	-15.484	2.603
171	0.043	65.996	46.359	31.333	255	0	0	134.178	2.505
172	0.043	53.544	45.539	27.446	255	0	0	-3.48	2.513
173	0.04	71.473	49.218	29.105	255	0	0	48.229	2.341
174	0.046	77.393	53.565	30.193	255	0	0	125.496	2.686
175	0.035	48.477	20.963	26.861	129.449	0	0	112.15	2.068
176	0.038	63.526	55.714	27.904	255	0	0	109.832	2.198
177	0.043	65.062	35.268	29.967	255	0	0	19.525	2.536
178	0.039	59.685	38.077	31.862	246	0	0	164.113	2.291
179	0.038	62.488	55.056	30.063	255	0	0	-16.783	2.231
180	0.04	67.255	41.629	27.806	255	0	0	63.988	2.358
181	0.038	66.93	51.444	28.484	255	0	0	126.254	2.207
182	0.036	72.915	29.586	41.344	255	0	0	-174.428	2.095
183	0.045	87.594	56.447	31.414	255	0	0	32.557	2.614
184	0.037	68.214	34.488	37.776	255	0	0	177.763	2.171
185	0.052	47.898	29.578	26.141	255	0	0	99.567	3.06
186	0.042	69.594	46.029	28.763	255	0	0	10.766	2.45
187	0.039	67.906	51.178	28.898	255	0	0	-8.68	2.246
188	0.043	61.613	52.883	27.711	255	0	0	-35.716	2.526
189	0.038	60.679	47.618	29.493	255	0	0	168.089	2.217
190	0.038	60.04	50.141	25.944	255	0	0	99.176	2.232
191	0.049	71.54	38.848	31	149.923	0	0	135.242	2.841
192	0.04	62.72	43.076	33.498	255	0	0	163.142	2.338
193	0.047	62.289	49.76	30.395	255	0	0	55.037	2.751
194	0.043	75.269	55.535	29.336	255	0	0	34.866	2.52
195	0.048	56.303	42.931	29.327	255	0	0	-10.028	2.823
196	0.05	85.362	52.531	28.897	255	0	0	-130.276	2.91
197	0.047	74.017	50.463	30.355	246.762	0	0	25.615	2.745
198	0.044	77.792	50.777	30	255	0	0	168.541	2.56
199	0.05	103.737	54.753	40.603	255	0	0	-169.278	2.916
200	0.043	63.866	54.557	28.945	255	0	0	9.335	2.508
201	0.043	53.954	33.968	26.189	255	0	0	124.33	2.525
202	0.042	68.894	58.334	29.393	255	0	0	-38.598	2.473
203	0.039	66.227	53.159	29.111	255	0	0	31.691	2.291
204	0.041	66.636	38.359	30.059	255	0	0	56.088	2.431
205	0.044	64.093	40.083	28.803	204.242	0	0	36.719	2.58
206	0.051	80.71	49.975	33.801	255	0	0	178.391	3.018
207	0.038	82.289	44.662	45.7	250.567	0	0	15.826	2.238
208	0.034	54.602	31.367	24.224	247.333	0	0	108.122	1.962
209	0.041	55.439	56.516	26.228	255	0	0	5.711	2.385
210	0.04	54.341	30.72	29.27	255	0	0	132.639	2.327
211	0.043	53.313	26.567	27.667	255	0	0	149.967	2.506
212	0.043	57.398	48.938	28.189	255	0	0	-22.443	2.531
213	0.036	79.748	56.615	29.23	255	0	0	56.567	2.092
214	0.042	92.92	56.463	46.211	255	0	0	-167.685	2.464
215	0.035	88.857	66.87	30.589	255	0	0	34.484	2.036
216	0.041	56.248	44.593	29.5	255	0	0	12.352	2.377
217	0.036	63.693	41.831	31.411	255	0	0	51.557	2.099
218	0.047	60.936	38.001	30.406	255	0	0	138.278	2.725
219	0.057	72.43	44.481	30.643	255	0	0	-11.65	3.358
220	0.035	51.552	23.963	30.167	212.667	0	0	72.474	2.026
221	0.045	67.291	52.456	28.069	255	0	0	-32.242	2.605
222	0.054	65.444	46.63	27.07	255	0	0	-17.557	3.147
223	0.04	61.85	44.148	29.042	255	0	0	15.546	2.34
224	0.041	63.659	44.382	27.333	255	0	0	72.084	2.369
225	0.042	81.054	54.73	36	255	0	0	177.647	2.477
226	0.036	66.024	38.957	25.197	247.667	0	0	108.875	2.096
227	0.049	79.287	47.031	36.412	255	0	0	-178.652	2.882
228	0.04	82.565	46.305	46.559	255	0	0	-166.165	2.339
229	0.036	53.016	20.51	31.63	154.333	0	0	158.537	2.131
230	0.045	61.816	22.843	35.329	110.591	0	0	-177.783	2.629
231	0.036	57.052	42.897	28.204	255	0	0	126.961	2.143
232	0.036	66.497	46.491	29.998	255	0	0	61.574	2.101
233	0.039	51.673	36.906	24.138	242.667	0	0	1.697	2.289
234	0.037	59.677	46.022	24.229	255	0	0	-29.578	2.163
235	0.041	73.352	43.14	31.476	255	0	0	53.854	2.414
236	0.043	55.691	22.679	31.103	150.667	0	0	132.797	2.495
237	0.05	49.791	34.562	25.293	255	0	0	-25.534	2.949
238	0.047	85.526	55.276	24.874	255	0	0	109.223	2.729
239	0.039	79.873	56.575	33.492	255	0	0	172.77	2.29
240	0.049	65.434	39.187	27.853	255	0	0	-22.49	2.88
241	0.045	66.281	37.798	31.082	253.333	0	0	178.14	2.612
242	0.043	71.253	53.404	25.658	255	0	0	114.855	2.541
243	0.041	103.92	44.641	62.563	255	0	0	-154.167	2.373
244	0.033	58.909	30.703	30.001	145.333	0	0	7.063	1.93
245	0.035	56.463	41.451	31.7	255	0	0	132.683	2.075
246	0.036	55.272	44.565	27.559	255	0	0	-31.363	2.084
247	0.038	70.55	54.397	29.515	253.667	0	0	33.079	2.205
248	0.044	61.862	50.786	26.667	255	0	0	-33.275	2.595
249	0.045	72.175	54.511	25.005	251.261	0	0	-147.131	2.624
250	0.075	67.004	53.839	23.84	255	0	0	102.218	4.405
251	0.048	68.586	55.517	27.879	255	0	0	-31.023	2.829
252	0.042	91.825	47.86	45.741	255	0	0	-173.616	2.439
253	0.046	66.105	38.328	28.165	250	0	0	8.746	2.675
254	0.048	70.403	44.287	28.693	255	0	0	155.273	2.837
255	0.038	85.341	57.443	33.374	255	0	0	45.929	2.218
256	0.045	66.132	42.173	31.113	255	0	0	8.858	2.642
257	0.046	56.173	22.781	29	111.8	0	0	172.831	2.716
258	0.045	59.989	28.739	27.724	247.333	0	0	151.949	2.631
259	0.036	54.184	30.518	32.483	255	0	0	135.327	2.098
260	0.032	71.806	45.586	30.424	210.669	0	0	50.528	1.867
261	0.043	74.669	59.561	29.494	255	0	0	28.486	2.488
262	0.044	61.592	46.886	30.007	255	0	0	11.753	2.58
263	0.038	59.883	50.958	29.85	255	0	0	-20.505	2.226
264	0.038	60.87	60.809	28.641	255	0	0	-32.709	2.196
265	0.034	58.713	39.849	28.883	225.053	0	0	130.495	1.984
266	0.039	56.193	32.695	29.622	213	0	0	147.858	2.262
267	0.04	74.671	34.033	41.068	255	0	0	-172.461	2.325
268	0.041	65.317	44.635	27.528	255	0	0	117.663	2.373
269	0.036	63.711	52.505	29.912	255	0	0	16.39	2.103
270	0.034	48.778	30.144	29.168	255	0	0	6.882	1.981
271	0.041	48.392	22.699	29.524	123.934	0	0	-24.775	2.427
272	0.039	61.652	59.572	28.586	255	0	0	-35.44	2.309
273	0.043	73.68	40.981	35.478	255	0	0	174.174	2.505
274	0.048	69.84	46.537	28.792	255	0	0	5.847	2.829
275	0.034	52.66	40.067	28.384	255	0	0	-23.912	1.965
276	0.042	52.404	20.892	30.016	136.071	0	0	162.195	2.439
277	0.035	71.665	22.944	48.808	133.645	0	0	-167.574	2.048
278	0.048	73.288	46.327	34.733	255	0	0	179.314	2.831
279	0.041	67.872	46.002	28.452	255	0	0	149.859	2.431
280	0.036	68.353	50.6	26.698	255	0	0	112.479	2.128
281	0.042	66.816	58.149	26.412	255	0	0	-45.83	2.481
282	0.045	64.483	42.755	29.066	255	0	0	64.411	2.669
283	0.048	68.67	51.024	29.463	255	0	0	-21.801	2.83
284	0.033	56.309	24.733	28.488	126	0	0	106.361	1.926
285	0.045	59.303	43.353	31	255	0	0	132.098	2.604
286	0.04	63.742	50.778	26.497	255	0	0	-45.294	2.337
287	0.048	58.289	47.016	29.619	255	0	0	-19.864	2.794
288	0.038	98.444	35.152	64.91	255	0	0	-152.85	2.229
289	0.041	84.824	43.521	51.273	255	0	0	-157.011	2.431
290	0.043	55.397	25.437	30.076	136.009	0	0	170.727	2.525
291	0.041	65.794	46.608	30.281	255	0	0	29.644	2.399
292	0.044	61.683	36.794	30.442	255	0	0	146.31	2.567
293	0.035	62.256	47.072	27.972	255	0	0	9.54	2.045
294	0.039	58.511	34.224	27.755	131.989	0	0	-43.794	2.278
295	0.038	67.646	46.426	28.957	255	0	0	2.622	2.223
296	0.04	83.291	30.503	51.298	158	0	0	-163.261	2.354
297	0.041	59.217	38.426	30.375	255	0	0	50.768	2.385
298	0.039	53.087	39.969	29.02	255	0	0	-39.86	2.274
299	0.051	58.709	38.959	28.468	255	0	0	174.514	3.014
300	0.045	47.246	26.403	27.798	173.028	0	0	94.059	2.634
301	0.04	81.759	70.117	29.298	255	0	0	68.814	2.345
302	0.049	99.621	33.723	57.333	255	0	0	-150.422	2.885
303	0.05	68.217	54.149	21.103	255	0	0	-46.343	2.991
304	0.04	62.834	56.733	16.458	255	0	0	-26.39	2.424
305	0.038	84.587	69.392	16.563	255	0	0	-2.106	2.266
306	0.036	49.724	56.931	16.282	255	0	0	-87.797	2.156
307	0.043	78.549	59.143	16.189	255	0	0	64.759	2.571
308	0.042	49.235	37.362	14.208	255	0	0	145.896	2.54
309	0.046	79.19	67.157	17.59	255	0	0	25.791	2.744
310	0.037	88.903	70.528	21.081	255	0	0	2.99	2.237
311	0.043	86.751	74.928	14.013	255	0	0	53.647	2.569
312	0.038	94.523	64.151	41.524	255	0	0	-171.694	2.296
313	0.044	82.741	73.495	15.248	255	0	0	-25.278	2.642
314	0.037	83.206	71.906	14.464	255	0	0	-2.153	2.205
315	0.038	50.418	46.878	14.608	255	0	0	83.29	2.269
316	0.04	74.149	59.124	14.592	255	0	0	66.077	2.412
317	0.043	47.818	27.884	15.285	215.795	0	0	147.955	2.567
318	0.043	85.578	71.944	18.556	255	0	0	25.747	2.592
319	0.036	78.694	66.747	18.633	255	0	0	1.312	2.163
320	0.048	99.735	79.878	20.947	255	0	0	26.417	2.865
321	0.036	162.736	78.511	53.076	255	0	0	-122.84	2.178
322	0.04	73.937	60.953	17.094	255	0	0	52.407	2.364
323	0.044	76.768	55.186	21.667	255	0	0	77.164	2.672
324	0.04	100.998	75.648	24.658	255	0	0	33.358	2.385
325	0.046	99.333	82.536	15.463	255	0	0	-26.102	2.765
326	0.045	87.89	71.746	19.074	255	0	0	74.103	2.725
327	0.044	142.165	69.741	59.385	255	0	0	-158.398	2.658
328	0.038	68.726	52.152	22.292	255	0	0	169.846	2.268
329	0.036	68.904	55.227	18.931	255	0	0	150.642	2.131
330	0.035	58.798	46.513	18.162	255	0	0	139.79	2.098
331	0.039	62.294	45.286	19.537	255	0	0	21.801	2.329
332	0.041	138.192	69.163	57.383	255	0	0	-157.054	2.468
333	0.044	71.153	66.259	18.386	255	0	0	-20.045	2.615
334	0.037	75.562	65.409	13.438	255	0	0	-2.121	2.243
335	0.046	57.494	58.977	19.385	255	0	0	7.167	2.778
336	0.036	64.986	62.896	14.104	255	0	0	-35.281	2.148
337	0.041	81.39	74.855	18.33	254.747	0	0	-38.779	2.476
338	0.036	70.551	70.307	16.659	255	0	0	-24.775	2.141
339	0.044	94.85	75.505	19.969	255	0	0	82.786	2.636
340	0.043	83.32	68.168	17.519	255	0	0	34.509	2.566
341	0.065	85.066	74.204	17.633	255	0	0	20.844	3.872
342	0.036	63.374	38.229	20.235	210.64	0	0	169.735	2.139
343	0.043	127.42	70.752	51.856	255	0	0	-159.922	2.562
344	0.041	65.896	48.769	11.711	255	0	0	71.2	2.461
345	0.053	84.886	80.892	13.678	255	0	0	-33.939	3.185
346	0.043	143.322	75.478	53.613	255	0	0	-160.396	2.57
347	0.034	61.676	56.909	16.45	255	0	0	135	2.057
348	0.043	81.683	71.649	13.664	255	0	0	-34.603	2.606
349	0.046	86.041	64.654	17.752	255	0	0	67.941	2.742
350	0.033	52.973	55.405	11.48	255	0	0	-63.435	1.998
351	0.035	63.747	68.209	19.333	255	0	0	-1.364	2.099
352	0.05	62.198	63.628	9.333	255	0	0	-30.801	3.011
353	0.043	71.449	57.387	14.1	255	0	0	138.608	2.608
354	0.036	132.492	54.574	67.065	255	0	0	-155.41	2.148
355	0.041	64.218	68.621	16.777	255	0	0	-4.251	2.448
356	0.04	80.583	76.312	10.991	255	0	0	-42.166	2.374
357	0.047	103.621	66.745	21.66	255	0	0	47.347	2.858
358	0.039	114.662	71.619	51	255	0	0	-161.053	2.345
359	0.036	71.35	78.009	13.819	255	0	0	-39.007	2.136
360	0.033	66.236	62.581	21.404	255	0	0	143.616	1.962
361	0.036	56.341	63.734	17.777	255	0	0	-11.911	2.178
362	0.041	76.256	61.312	21.68	255	0	0	165.315	2.489
363	0.032	62.692	59.335	11.07	255	0	0	-35.48	1.91
364	0.046	64.621	59.179	10.662	255	0	0	138.879	2.777
365	0.035	80.499	62.432	18.208	255	0	0	13.266	2.101
366	0.036	66.507	54.376	24.019	255	0	0	165.012	2.161
367	0.032	57.696	48.845	15.333	255	0	0	-24.809	1.934
368	0.046	61.642	56.913	16.169	255	0	0	23.962	2.768
369	0.042	66.42	59.806	18.553	255	0	0	131.791	2.505
370	0.041	55.947	31.613	26.405	255	0	0	3.094	2.468
371	0.036	85.305	66.146	18.335	255	0	0	56.921	2.16
372	0.044	77.486	74.936	12.267	255	0	0	-40.717	2.655
373	0.034	62.397	47.24	23.795	255	0	0	18.583	2.038
374	0.037	87.624	57.5	38.658	255	0	0	-171.87	2.232
375	0.038	78.901	67.327	15.446	255	0	0	129.966	2.274
376	0.036	47.886	52.789	10.153	255	0	0	-37.136	2.132
377	0.039	98.654	69.978	15.619	255	0	0	38.915	2.316
378	0.032	64.138	59.254	20.303	255	0	0	-9.782	1.944
379	0.037	73.484	71.473	16.365	255	0	0	-35.933	2.23
380	0.064	52.997	51.365	12.667	255	0	0	79.365	3.857
381	0.038	71.535	63.08	18.492	255	0	0	-13.335	2.311
382	0.035	83.014	59.803	21.007	255	0	0	45	2.096
383	0.045	77.571	68.994	17.143	255	0	0	-37.999	2.695
384	0.049	73.353	72.688	15.002	255	0	0	-25.27	2.948
385	0.035	146.499	74.661	53.338	255	0	0	-121.814	2.098
386	0.039	81.765	71.431	19.347	255	0	0	-8.531	2.33
387	0.045	86.907	66.664	19.898	255	0	0	15.224	2.717
388	0.037	79.659	61.612	26.771	255	0	0	175.236	2.193
389	0.036	178.253	61.162	77.69	255	0	0	-153.831	2.133
390	0.04	78.313	60.475	20.868	255	0	0	-124.57	2.379
391	0.043	91.293	71.986	17.687	255	0	0	79.198	2.558
392	0.035	66.716	59.235	16.24	255	0	0	125.695	2.113
393	0.043	67.272	66.358	12.594	255	0	0	-45.785	2.569
394	0.039	101.55	68.002	38.694	255	0	0	-168.93	2.341
395	0.035	55.069	50.936	21.565	255	0	0	171.357	2.099
396	0.037	61.722	61.064	16.234	255	0	0	-1.71	2.218
397	0.036	74.535	66.068	17.316	255	0	0	17.328	2.172
398	0.056	114.995	79.046	22	255	0	0	39.588	3.353
399	0.041	79.561	66.178	22.858	255	0	0	132.016	2.476
400	0.046	63.132	61.797	16.107	255	0	0	15.945	2.785
401	0.038	198.157	68.723	63.26	255	0	0	-127.619	2.284
402	0.042	119.265	83.202	36.514	255	0	0	-175.079	2.512
403	0.036	61.067	64.044	13.771	255	0	0	-13.928	2.138
404	0.042	70.206	52.826	23.738	255	0	0	165.693	2.535
405	0.044	44.905	32.489	17.732	255	0	0	143.92	2.641
406	0.04	88.609	68.591	19.418	255	0	0	62.54	2.371
407	0.034	68.31	67.136	17.357	255	0	0	-31.517	2.049
408	0.04	69.097	59.034	24.316	255	0	0	11.543	2.399
409	0.037	159.439	75.229	55.404	255	0	0	-123.573	2.242
410	0.033	39.876	26.62	16.159	178.493	0	0	113.07	1.949
411	0.042	95.031	90.362	11.972	255	0	0	-46.882	2.497
412	0.034	65.391	60.098	19.727	255	0	0	-7.997	2.029
413	0.034	99.407	77.726	19.288	255	0	0	27.392	2.051
414	0.036	60.28	54.684	19.948	255	0	0	77.567	2.15
415	0.026	234.931	46.224	93.171	255	0	0	-129.333	1.548
416	0.045	76.533	62.496	20.821	255	0	0	64.537	2.702
417	0.036	69.825	66.802	19.131	255	0	0	24.59	2.166
418	0.037	86.548	51.38	42.572	255	0	0	-163.996	2.214
419	0.04	59.642	49.493	19.865	255	0	0	-9.265	2.374
420	0.04	73.741	69.217	16.874	255	0	0	-34.695	2.37
421	0.042	56.544	31.09	17.796	129.551	0	0	-17.241	2.516
422	0.032	50.706	44.873	22.96	255	0	0	16.887	1.939
423	0.036	71.82	66.767	17.731	255	0	0	55.697	2.134
424	0.036	62.583	50.983	21.922	255	0	0	20.505	2.176
425	0.039	101.882	54.385	51.061	255	0	0	-158.728	2.326
426	0.035	79.098	59.531	19.761	255	0	0	53.31	2.106
427	0.037	61.973	50.066	21.527	255	0	0	147.858	2.214
