t,y,v_{y},v_{x},x
0.4,0.000341295,3.64E-05,-4.46E-06,0.000508886
0.6,0.000357615,8.33E-05,-6.52E-06,0.000507408
0.8,0.000374623,8.38E-05,-1.64E-06,0.000506279
1,0.000391126,9.31E-05,-4.68E-07,0.000506751
1.2,0.000411851,9.46E-05,-6.87E-06,0.000506092
1.4,0.000428985,9.55E-05,-4.67E-06,0.000504003
1.6,0.000450056,0.000101819,-3.06E-06,0.000504223
1.8,0.000469712,0.000100753,-8.47E-06,0.00050278
2,0.000490357,1.96E-05,6.55E-07,0.000500834
2.2,0.000477534,-8.27E-05,7.49E-06,0.000503042
2.4,0.000457287,-8.63E-05,9.40E-07,0.000503829
2.6,0.000443031,-6.50E-05,-2.63E-06,0.000503418
2.8,0.000431299,-3.99E-05,-6.61E-05,0.000502777
3,0.000427069,2.26E-05,-4.57E-06,0.000476967
3.2,0.000440319,8.64E-05,6.19E-05,0.000500949
3.4,0.000461644,9.46E-05,3.51E-06,0.000501745
3.6,0.000478162,7.82E-05,2.15E-06,0.000502354
3.8,0.00049294,0.000100447,-1.35E-06,0.000502606
4,0.000518341,0.000107053,-1.05E-05,0.000501813
4.2,0.000535762,9.79E-05,-9.03E-06,0.000498397
4.4,0.000557517,0.000106859,-5.20E-06,0.000498201
4.6,0.000578505,0.000101141,-3.35E-06,0.000496316
4.8,0.000597974,0.000102685,6.90E-06,0.000496861
5,0.000619579,0.000103182,-4.80E-06,0.000499075
5.2,0.000639247,9.98E-05,-6.82E-06,0.000494943
5.4,0.000659504,9.32E-05,2.44E-06,0.000496348
5.6,0.000676521,9.22E-05,-9.95E-06,0.000495918
5.8,0.000696398,0.000103988,-1.75E-05,0.000492367
6,0.000718117,0.000102828,-2.17E-05,0.000488922
6.2,0.000737529,9.38E-05,-2.54E-05,0.000483674
6.4,0.000755643,8.91E-05,-1.50E-05,0.000478764
6.6,0.000773149,0.00010422,-1.30E-05,0.000477678
6.8,0.00079733,0.000107233,-1.21E-05,0.000473557
7,0.000816042,8.65E-05,-8.99E-06,0.000472824
7.2,0.000831915,9.21E-05,-9.18E-06,0.000469962
7.4,0.000852878,0.000104992,-8.26E-06,0.00046915
7.6,0.000873912,0.000106833,-6.43E-06,0.000466657
7.8,0.000895611,0.000101565,-9.96E-06,0.000466578
8,0.000914538,9.11E-05,-1.53E-05,0.000462675
8.2,0.000932033,8.87E-05,-1.99E-05,0.000460449
8.4,0.000950037,9.59E-05,-1.52E-05,0.000454704
8.6,0.000970383,8.65E-05,-1.39E-06,0.000454349
8.8,0.000984644,9.17E-05,-1.18E-05,0.000454149
9,0.00100705,9.72E-05,-2.18E-05,0.000449642
9.2,0.001023526,8.02E-05,-1.98E-05,0.000445431
9.4,0.001039116,8.30E-05,-8.26E-06,0.000441711
9.6,0.001056716,8.20E-05,-5.22E-06,0.000442126
9.8,0.001071926,8.38E-05,-8.44E-06,0.000439625
10,0.001090245,9.81E-05,-5.19E-06,0.000438748
10.2,0.001111171,9.24E-05,3.10E-06,0.000437549
10.4,0.001127189,9.60E-05,3.89E-06,0.00043999
10.6,0.001149563,0.000103696,-9.34E-07,0.000439104
10.8,0.001168668,8.16E-05,1.37E-06,0.000439616
11,0.001182188,8.81E-05,-1.37E-05,0.000439654
11.2,0.001203913,4.31E-06,-1.41E-05,0.000434153
11.4,0.001183912,-8.80E-05,3.46E-07,0.000434033
11.6,0.001168727,-6.85E-05,5.26E-06,0.000434291
11.8,0.001156505,-6.80E-05,5.98E-07,0.000436139
12,0.00114151,-7.60E-05,-5.99E-06,0.00043453
12.2,0.0011261,-6.91E-05,-2.10E-06,0.000433743
12.4,0.00111386,-6.90E-05,-5.12E-07,0.000433691
12.6,0.001098491,-7.30E-05,-4.40E-06,0.000433538
12.8,0.001084672,-7.57E-05,-2.77E-06,0.000431932
13,0.001068214,-8.48E-05,-4.16E-06,0.000432431
13.2,0.001050733,-7.38E-05,-1.13E-05,0.000430267
13.4,0.001038703,-5.99E-05,-5.67E-06,0.000427897
13.6,0.001026791,-6.01E-05,-9.70E-07,0.000428001
13.8,0.001014654,-6.89E-05,-2.06E-06,0.000427509
14,0.000999227,-7.40E-05,-7.51E-06,0.000427177
14.2,0.000985051,-6.97E-05,-2.47E-06,0.000424505
14.4,0.000971353,-6.77E-05,5.18E-06,0.000426187
14.6,0.000957967,-6.36E-05,8.53E-06,0.000426577
14.8,0.000945908,-5.96E-05,9.61E-06,0.000429597
15,0.00093412,-6.47E-05,-5.22E-06,0.000430421
15.2,0.000920029,-5.96E-05,-5.51E-06,0.000427508
15.4,0.000910281,-6.00E-05,1.28E-06,0.000428217
15.6,0.000896047,-6.66E-05,-3.25E-06,0.000428019
15.8,0.000883658,-6.81E-05,-2.70E-06,0.000426918
16,0.000868821,-5.70E-05,-1.01E-06,0.00042694
16.2,0.000860873,-5.24E-05,7.73E-06,0.000426514
16.4,0.000847857,-7.29E-05,8.18E-06,0.000430032
16.6,0.000831703,-7.22E-05,1.85E-06,0.000429786
16.8,0.000818966,-6.21E-05,5.45E-06,0.000430772
17,0.000806851,-6.85E-05,4.55E-06,0.000431966
17.2,0.000791561,-6.10E-05,1.05E-05,0.000432593
17.4,0.000782434,-5.49E-05,6.77E-06,0.000436147
17.6,0.000769591,-7.06E-05,-3.15E-06,0.0004353
17.8,0.000754176,-7.31E-05,1.50E-06,0.000434888
18,0.000740366,-7.48E-05,5.69E-06,0.000435898
18.2,0.000724265,-7.45E-05,1.54E-05,0.000437164
18.4,0.000710569,-7.42E-05,2.57E-05,0.000442039
18.6,0.000694586,-7.92E-05,8.85E-06,0.000447436
18.8,0.000678902,-7.33E-05,8.62E-06,0.000445578
19,0.000665249,-6.59E-05,1.29E-05,0.000450883
19.2,0.000652543,-6.66E-05,-3.26E-07,0.000450741
19.4,0.00063862,-6.44E-05,-6.78E-06,0.000450752
19.6,0.000626771,-6.43E-05,-3.56E-07,0.000448029
19.8,0.000612911,-8.01E-05,1.24E-05,0.00045061
20,0.000594726,-6.18E-05,-8.99E-06,0.000452977
20.2,0.000588198,-4.44E-05,8.62E-07,0.000447014
20.4,0.000576958,-6.73E-05,1.31E-05,0.000453322
20.6,0.000561294,-7.32E-05,-2.64E-07,0.000452257
20.8,0.000547672,-6.27E-05,-9.57E-06,0.000453216
21,0.000536226,-5.30E-05,-1.50E-05,0.000448428
21.2,0.000526473,-4.73E-05,-5.82E-06,0.000447216
21.4,0.000517291,-7.40E-05,-1.83E-06,0.000446098
21.6,0.000496873,-8.56E-05,1.81E-07,0.000446483
21.8,0.000483044,-6.87E-05,3.42E-06,0.00044617
22,0.000469374,-6.88E-05,1.00E-05,0.000447851
22.2,0.000455526,-6.04E-05,1.04E-05,0.000450177
22.4,0.000445223,-5.40E-05,8.64E-06,0.000452024
22.6,0.000433906,-5.28E-05,8.29E-06,0.000453634
22.8,0.000424083,-6.59E-05,9.31E-06,0.000455339
23,0.000407538,-7.50E-05,5.74E-06,0.000457357
23.2,0.000394102,-5.89E-05,-1.04E-05,0.000457635
23.4,0.000383992,-5.98E-05,-1.07E-05,0.000453215
23.6,0.000370168,-6.94E-05,4.40E-06,0.000453372
23.8,0.000356251,-6.55E-05,1.93E-06,0.000454977
24,0.000343979,-5.16E-05,7.73E-06,0.000454143
24.2,0.000335622,-5.50E-05,3.17E-06,0.00045807
24.4,0.000321965,-6.06E-05,-1.00E-05,0.000455411
24.6,0.000311384,-6.46E-05,-1.40E-06,0.000454054
24.8,0.000296108,-7.37E-05,3.10E-06,0.00045485
25,0.000281905,-7.84E-05,-4.90E-07,0.000455296
25.2,0.000264745,-7.69E-05,-1.08E-07,0.000454654
25.4,0.000251148,-6.65E-05,-6.76E-08,0.000455253
25.6,0.000238161,-5.83E-05,-1.08E-05,0.000454627
25.8,0.000227848,-6.50E-05,-8.34E-06,0.000450922
26,0.000212166,-7.65E-05,9.98E-06,0.000451292
26.2,0.000197264,-6.05E-05,9.55E-06,0.000454913
26.4,0.000187965,-4.71E-05,-7.76E-06,0.00045511
26.6,0.000178434,-5.77E-05,-1.60E-05,0.000451809
26.8,0.000164876,-6.46E-05,-8.71E-06,0.000448705
27,0.000152584,-6.77E-05,-4.05E-06,0.000448325
27.2,0.000137801,-6.72E-05,7.79E-06,0.000447083
27.4,0.000125705,-6.57E-05,2.09E-05,0.000451441
27.6,0.000111522,-7.53E-05,9.13E-06,0.000455429
27.8,9.56E-05,-8.32E-05,-2.40E-06,0.000455095
28,7.82E-05,-6.96E-05,-1.87E-06,0.00045447
28.2,6.78E-05,-6.39E-05,-3.47E-07,0.000454348
28.4,5.27E-05,-7.73E-05,-1.70E-06,0.000454331
28.6,3.69E-05,-5.94E-05,-1.26E-05,0.00045367
28.8,2.89E-05,-4.71E-05,-1.05E-05,0.000449284
29,1.80E-05,-8.21E-05,-5.09E-06,0.000449478
29.2,-3.94E-06,-8.77E-05,-5.07E-06,0.000447247
29.4,-1.70E-05,-6.55E-05,8.10E-06,0.00044745
29.6,-3.02E-05,-6.26E-05,8.65E-06,0.000450487
29.8,-4.21E-05,-6.13E-05,1.09E-05,0.000450908
30,-5.47E-05,-7.25E-05,9.94E-06,0.000454851
30.2,-7.11E-05,-7.85E-05,8.50E-06,0.000454884
30.4,-8.61E-05,-7.57E-05,2.70E-06,0.00045825
30.6,-0.000101351,-6.50E-05,-1.94E-05,0.000455962
30.8,-0.000112057,-6.64E-05,-1.45E-05,0.000450489
31,-0.000127923,-7.26E-05,-6.50E-06,0.000450149
31.2,-0.000141081,-6.90E-05,-3.52E-06,0.000447887
31.4,-0.000155506,-6.01E-05,5.70E-06,0.000448741
31.6,-0.000165132,-5.67E-05,1.33E-05,0.000450166
31.8,-0.000178185,-6.98E-05,2.20E-05,0.000454063
32,-0.00019305,-5.84E-05,1.39E-05,0.000458986
32.2,-0.000201551,-4.36E-05,1.09E-05,0.000459616
32.4,-0.000210503,-4.92E-05,2.05E-05,0.000463349
32.6,-0.000221213,-6.23E-05,9.53E-06,0.000467807
32.8,-0.000235417,-7.17E-05,-4.57E-06,0.000467162
33,-0.000249895,-7.08E-05,1.32E-06,0.000465978
33.2,-0.000263745,-7.90E-05,7.88E-06,0.00046769
33.4,-0.000281476,-7.80E-05,8.26E-06,0.000469128
33.6,-0.000294942,-6.83E-05,8.14E-06,0.000470995
33.8,-0.000308783,-8.76E-05,-2.56E-06,0.000472382
34,-0.000329991,-8.21E-05,-3.15E-06,0.000469972
34.2,-0.000341617,-4.70E-05,7.30E-07,0.000471122
34.4,-0.000348801,-6.60E-05,7.08E-08,0.000470264
34.6,-0.000368036,-7.62E-05,6.86E-06,0.00047115
34.8,-0.000379274,-7.07E-05,2.35E-06,0.000473006
35,-0.000396324,-6.53E-05,-1.01E-05,0.000472091
35.2,-0.000405376,-5.63E-05,-1.21E-05,0.000468952
35.4,-0.000418834,-7.54E-05,-3.14E-06,0.00046724
35.6,-0.000435544,-7.34E-05,1.40E-06,0.000467696
35.8,-0.000448213,-5.95E-05,-1.35E-05,0.000467799
36,-0.000459357,-7.00E-05,-1.72E-05,0.000462311
36.2,-0.000476215,-9.57E-05,-3.69E-06,0.000460901
36.4,-0.000497655,-8.87E-05,-6.95E-06,0.000460834
36.6,-0.000511682,-6.74E-05,-1.42E-05,0.000458121
36.8,-0.00052462,-7.39E-05,-1.86E-05,0.000455163
37,-0.000541234,-7.56E-05,-3.89E-06,0.000450698
37.2,-0.000554873,-6.39E-05,5.44E-06,0.000453605
37.4,-0.000566777,-6.11E-05,-2.71E-06,0.000452874
37.6,-0.0005793,-9.74E-05,-9.75E-06,0.000452521
37.8,-0.000605723,-0.000185928,-9.94E-06,0.000448973
38,-0.000653671,-0.000243117,-8.72E-06,0.000448543
38.2,-0.00070297,-0.000128279,-1.47E-05,0.000445483
38.4,-0.000704983,5.04E-05,-1.46E-06,0.000442674
38.6,-0.000682818,0.00010947,9.40E-06,0.000444898
38.8,-0.000661195,0.000104591,-5.53E-06,0.000446434
39,-0.000640981,9.21E-05,-8.56E-06,0.000442685
39.2,-0.000624364,8.68E-05,-9.37E-07,0.00044301
39.4,-0.000606266,9.25E-05,-6.07E-06,0.00044231
39.6,-0.000587365,9.83E-05,-5.64E-06,0.00044058
39.8,-0.000566952,9.78E-05,7.04E-06,0.000440054
40,-0.000548229,0.000102629,7.50E-06,0.000443396
40.2,-0.000525901,0.000104764,8.03E-07,0.000443055
40.4,-0.000506323,0.00010801,-5.24E-06,0.000443717
40.6,-0.000482697,0.000108526,-2.45E-06,0.000440957
40.8,-0.000462913,9.31E-05,3.60E-06,0.000442738
41,-0.00044545,0.000100026,3.79E-06,0.000442396
41.2,-0.000422902,9.64E-05,2.34E-05,0.000444252
41.4,-0.000406903,9.87E-05,3.06E-05,0.000451755
41.6,-0.000383416,0.000104629,1.40E-05,0.000456501
41.8,-0.000365052,9.65E-05,-6.14E-06,0.000457343
42,-0.0003448,8.91E-05,-1.93E-06,0.000454044
42.2,-0.000329417,9.80E-05,-5.78E-07,0.000456571
42.4,-0.000305613,0.00012074,-5.41E-06,0.000453813
42.6,-0.000281121,9.72E-05,4.18E-06,0.000454407
42.8,-0.00026675,8.49E-05,1.07E-05,0.000455485
43,-0.000247171,0.000105127,-4.10E-06,0.000458669
43.2,-0.000224699,0.00011491,-1.46E-05,0.000453844
43.4,-0.000201207,0.000116105,2.53E-07,0.000452826
43.6,-0.000178257,9.00E-05,4.91E-06,0.000453945
43.8,-0.000165213,8.32E-05,-1.51E-07,0.000454791
44,-0.000144985,9.75E-05,-7.76E-06,0.000453885
44.2,-0.000126197,7.63E-05,-1.59E-05,0.000451686
44.4,-0.000114447,8.49E-05,-2.32E-05,0.000447512
44.6,-9.22E-05,0.000103896,-2.19E-05,0.000442396
44.8,-7.29E-05,8.82E-05,-1.64E-05,0.000438752
45,-5.70E-05,9.71E-05,-5.73E-06,0.000435849
45.2,-3.41E-05,0.000114733,-1.89E-06,0.000436461
45.4,-1.11E-05,0.000118811,-8.35E-06,0.000435094
45.6,1.35E-05,0.000103643,-2.34E-06,0.000433119
45.8,3.04E-05,8.40E-05,5.71E-06,0.000434157
46,4.71E-05,9.43E-05,-6.78E-07,0.000435404
46.2,6.81E-05,0.000101499,2.06E-06,0.000433885
46.4,8.77E-05,0.000107137,5.23E-08,0.000436227
46.6,0.000110961,0.00010068,-4.94E-07,0.000433906
46.8,0.000127955,7.84E-05,1.71E-05,0.000436029
47,0.000142322,7.97E-05,1.05E-05,0.000440729
47.2,0.000159824,7.89E-05,-4.79E-06,0.00044021
47.4,0.000173871,8.47E-05,-3.28E-06,0.000438812
47.6,0.000193686,0.000111348,1.06E-05,0.000438898
47.8,0.000218411,0.000105962,1.54E-05,0.000443057
48,0.000236071,9.26E-05,-1.52E-06,0.000445052
48.2,0.000255454,9.99E-05,5.63E-06,0.000442451
48.4,0.000276022,0.000104125,5.16E-06,0.000447304
48.6,0.000297104,9.90E-05,-2.91E-06,0.000444515
48.8,0.000315639,8.87E-05,-1.43E-06,0.00044614
49,0.000332581,9.42E-05,-6.48E-06,0.000443944
49.2,0.000353329,0.000100546,-1.24E-06,0.000443549
49.4,0.0003728,9.62E-05,-5.45E-06,0.000443446
49.6,0.000391823,0.000109143,-1.30E-05,0.00044137
49.8,0.000416457,0.000111332,-1.17E-05,0.000438229
50,0.000436356,9.17E-05,-9.72E-06,0.000436683
50.2,0.000453155,8.10E-05,-6.66E-06,0.000434341
50.4,0.000468765,8.44E-05,8.47E-06,0.00043402
50.6,0.000486925,0.000103066,2.23E-07,0.000437729
50.8,0.000509992,0.000102009,-9.73E-06,0.000434109
51,0.000527729,8.96E-05,-4.66E-06,0.000433839
51.2,0.000545812,8.50E-05,-3.71E-06,0.000432244
51.4,0.000561744,8.31E-05,-7.04E-07,0.000432354
51.6,0.000579034,9.86E-05,-7.58E-06,0.000431962
51.8,0.000601204,0.000101855,-3.19E-08,0.000429324
52,0.000619775,8.97E-05,3.95E-06,0.000431949
52.2,0.000637069,9.69E-05,-1.39E-06,0.000430902
52.4,0.000658537,0.000102754,2.71E-06,0.000431395
52.6,0.00067817,0.000113013,4.43E-06,0.000431987
52.8,0.000703742,0.00011061,7.41E-06,0.000433166
53,0.000722415,0.000104623,7.32E-06,0.000434952
53.2,0.000745591,0.000113967,3.20E-06,0.000436095
53.4,0.000768002,0.000101855,-2.21E-06,0.000436232
53.6,0.000786333,9.88E-05,-1.40E-06,0.000435213
53.8,0.000807517,9.62E-05,-9.39E-07,0.000435672
54,0.000824808,9.04E-05,-1.50E-05,0.000434837
54.2,0.000843689,0.000102709,-1.81E-05,0.000429676
54.4,0.000865892,0.000105944,-1.28E-07,0.000427593
54.6,0.000886067,0.000108673,1.49E-05,0.000429625
54.8,0.000909361,9.94E-05,1.62E-05,0.000433535
55,0.000925837,7.37E-05,1.46E-05,0.000436109
55.2,0.000938832,9.02E-05,9.47E-06,0.000439386
55.4,0.000961901,0.000118597,5.77E-06,0.000439898
55.6,0.000986271,0.000137314,9.93E-06,0.000441694
55.8,0.001016827,0.000116161,-5.83E-06,0.000443871
56,0.001032735,8.49E-05,-1.07E-05,0.00043936
56.2,0.001050769,9.71E-05,1.15E-06,0.000439584
56.4,0.001071562,0.00011259,8.46E-06,0.000439819
56.6,0.001095805,0.000112282,1.93E-05,0.000442967
56.8,0.001116475,0.000106528,5.29E-06,0.000447549
57,0.001138416,9.65E-05,-6.67E-06,0.000445083
57.2,0.00115509,8.96E-05,2.60E-07,0.000444882
57.4,0.001174247,0.00010284,4.88E-07,0.000445187
57.6,0.001196226,9.87E-05,1.02E-05,0.000445077
57.8,0.001213733,7.42E-06,2.06E-05,0.000449269
58,0.001199196,-6.59E-05,9.82E-06,0.000453306
58.2,0.00118736,-5.52E-05,-8.09E-06,0.000453198
58.4,0.00117713,-6.49E-05,-1.14E-05,0.000450071
58.6,0.001161388,-7.97E-05,-4.33E-07,0.00044863
58.8,0.001145263,-8.48E-05,4.23E-06,0.000449898
59,0.001127485,-7.56E-05,-4.63E-07,0.00045032
59.2,0.001115035,-6.90E-05,5.30E-06,0.000449713
59.4,0.001099875,-6.15E-05,6.22E-06,0.00045244
59.6,0.001090418,-4.86E-05,5.00E-06,0.0004522
59.8,0.00108044,-6.06E-05,6.47E-06,0.00045444
60,0.001066172,-6.54E-05,-5.57E-07,0.000454787
60.2,0.001054276,-5.07E-05,-7.04E-06,0.000454218
60.4,0.001045889,-5.37E-05,-1.25E-05,0.000451969
60.6,0.00103278,-5.10E-05,-1.60E-05,0.000449208
60.8,0.001025505,-4.75E-05,-1.01E-05,0.00044557
61,0.001013769,-6.17E-05,-5.29E-06,0.000445185
61.2,0.001000824,-8.33E-05,3.94E-06,0.000443454
61.4,0.000980445,-8.94E-05,5.20E-06,0.000446762
61.6,0.000965049,-5.70E-05,-6.72E-06,0.000445535
61.8,0.000957656,-5.22E-05,-1.17E-06,0.000444074
62,0.000944182,-6.03E-05,1.67E-06,0.000445066
62.2,0.000933521,-5.84E-05,1.53E-07,0.000444743
62.4,0.000920822,-6.16E-05,3.31E-06,0.000445127
62.6,0.000908899,-6.72E-05,1.47E-05,0.000446065
62.8,0.000893939,-7.17E-05,8.84E-06,0.000450996
63,0.000880219,-7.57E-05,-6.79E-07,0.000449601
63.2,0.000863675,-7.32E-05,1.36E-05,0.000450724
63.4,0.000850948,-5.69E-05,1.02E-05,0.000455045
63.6,0.000840917,-5.71E-05,3.82E-06,0.000454804
63.8,0.000828117,-5.15E-05,1.23E-05,0.000456575
64,0.0008203,-6.11E-05,1.36E-05,0.000459719
64.2,0.000803687,-6.20E-05,2.55E-05,0.000461995
64.4,0.000795481,-5.40E-05,2.41E-05,0.000469903
64.6,0.000782104,-4.96E-05,5.59E-06,0.000471631
64.8,0.000775625,-4.87E-05,1.04E-06,0.00047214
65,0.000762637,-6.02E-05,-2.63E-08,0.000472046
65.2,0.000751553,-5.88E-05,7.58E-06,0.000472129
65.4,0.000739127,-5.32E-05,8.87E-06,0.000475079
65.6,0.000730288,-5.24E-05,8.27E-06,0.000475679
65.8,0.000718172,-7.32E-05,1.42E-06,0.000478386
66,0.000701027,-8.32E-05,-2.62E-06,0.000476245
66.2,0.000684896,-7.05E-05,1.32E-05,0.000477338
66.4,0.000672843,-5.28E-05,1.83E-05,0.000481539
66.6,0.000663787,-5.31E-05,-1.49E-07,0.000484648
66.8,0.000651597,-6.36E-05,-2.62E-06,0.000481479
67,0.000638352,-5.37E-05,1.99E-05,0.000483599
67.2,0.000630116,-5.43E-05,2.68E-05,0.000489446
67.4,0.000616644,-7.63E-05,2.12E-05,0.000494303
67.6,0.000599587,-7.12E-05,2.03E-05,0.000497942
67.8,0.000588174,-5.49E-05,1.71E-05,0.000502434
68,0.000577621,-5.77E-05,1.48E-05,0.000504775
68.2,0.00056509,-6.48E-05,1.80E-06,0.000508344
68.4,0.000551698,-6.52E-05,-7.88E-06,0.000505495
68.6,0.000539009,-6.74E-05,1.21E-05,0.000505192
68.8,0.00052475,-4.44E-05,-2.41E-05,0.000510325
69,0.000521241,-8.49E-05,2.51E-05,0.000495535
69.2,0.000490775,-0.000108085,6.03E-05,0.00052036
69.4,0.000478007,-6.72E-05,1.38E-05,0.000519673
69.6,0.000463883,-7.37E-05,3.14E-06,0.000525872
69.8,0.000448528,-7.71E-05,6.38E-06,0.000520931
70,0.000433058,-7.19E-05,2.44E-05,0.000528426
70.2,0.000419758,-5.57E-05,1.00E-05,0.000530689
70.4,0.00041079,-5.27E-05,8.97E-06,0.00053243
70.6,0.000398668,-6.78E-05,-7.29E-08,0.000534278
70.8,0.000383686,-7.33E-05,-8.94E-06,0.0005324
71,0.000369336,-7.51E-05,-1.62E-05,0.000530703
71.2,0.000353631,-7.23E-05,-6.80E-06,0.000525938
71.4,0.000340411,-6.24E-05,4.15E-07,0.000527981
71.6,0.00032867,-6.18E-05,-5.81E-06,0.000526105
71.8,0.000315697,-5.11E-05,-7.39E-06,0.000525659
72,0.000308231,-5.26E-05,-8.25E-06,0.00052315
72.2,0.000294642,-8.43E-05,-6.59E-06,0.000522359
72.4,0.000274493,-8.96E-05,-1.56E-05,0.000520513
72.6,0.000258793,-6.51E-05,-1.09E-05,0.000516101
72.8,0.000248437,-6.40E-05,-8.72E-06,0.000516167
73,0.000233209,-6.69E-05,-2.23E-05,0.000512612
73.2,0.000221677,-6.02E-05,-3.73E-05,0.000507235
73.4,0.000209147,-6.31E-05,-1.84E-05,0.000497687
73.6,0.000196447,-5.86E-05,6.92E-06,0.00049986
73.8,0.000185724,-6.15E-05,-6.65E-06,0.000500454
74,0.000171853,-7.37E-05,-1.86E-05,0.0004972
74.2,0.000156241,-8.85E-05,-7.24E-06,0.000493022
74.4,0.000136472,-8.44E-05,2.24E-06,0.000494305
74.6,0.000122465,-6.30E-05,-7.45E-07,0.000493917
74.8,0.000111272,-6.18E-05,7.87E-06,0.000494006
75,9.77E-05,-6.70E-05,7.07E-06,0.000497064
75.2,8.45E-05,-5.80E-05,6.63E-06,0.000496833
75.4,7.45E-05,-5.77E-05,8.32E-06,0.000499715
75.6,6.14E-05,-5.35E-05,-5.28E-06,0.000500162
75.8,5.32E-05,-4.10E-05,-5.11E-06,0.000497604
76,4.50E-05,-5.17E-05,-3.24E-06,0.000498118
76.2,3.25E-05,-6.26E-05,-9.12E-06,0.000496307
76.4,1.99E-05,-6.26E-05,-1.14E-05,0.000494469
76.6,7.43E-06,-6.94E-05,-9.54E-06,0.000491749
76.8,-7.82E-06,-6.42E-05,-4.04E-06,0.000490652
77,-1.82E-05,-5.81E-05,1.64E-06,0.000490133
77.2,-3.11E-05,-6.39E-05,9.01E-06,0.000491308
77.4,-4.38E-05,-5.43E-05,8.56E-06,0.000493735
77.6,-5.28E-05,-5.65E-05,1.14E-05,0.000494731
77.8,-6.64E-05,-5.69E-05,1.16E-05,0.000498298
78,-7.55E-05,-6.48E-05,7.49E-06,0.000499374
78.2,-9.23E-05,-7.45E-05,6.62E-06,0.000501295
78.4,-0.000105356,-6.01E-05,-2.39E-06,0.000502022
78.6,-0.000116398,-5.51E-05,1.01E-06,0.000500338
78.8,-0.000127412,-5.49E-05,7.85E-06,0.000502427
79,-0.000138357,-5.74E-05,1.95E-06,0.000503477
79.2,-0.000150371,-8.09E-05,6.80E-06,0.000503206
79.4,-0.000170725,-9.52E-05,9.21E-06,0.000506198
79.6,-0.000188451,-8.60E-05,3.15E-05,0.000506889
